ID	ker	kas	lan	time	ammN	nitN	liuN	Smgkg	Smgl	 KuitLisKokN 	 KuitLisN 	 TOCN 	 TOCNliu 	 LisC 
45	2	1	6	1	0.4	 10.0   	 10.0   	 30.0   	 47.0   	 -     	 -     	 -     	 -     	 -     
51	3	4	6	1	0.4	 7.6   	 7.6   	 23.0   	 35.0   	 -     	 -     	 -     	 -     	 -     
56	3	3	6	1	3.8	 11.0   	 14.8   	 24.0   	 38.0   	 -     	 -     	 -     	 -     	 -     
65	3	1	6	1	1.1	 9.5   	 9.5   	 26.0   	 40.0   	 -     	 -     	 -     	 -     	 -     
70	3	2	6	1	0.4	 13.0   	 13.0   	 21.0   	 31.0   	 -     	 -     	 -     	 -     	 -     
73	4	2	6	1	0.8	 8.4   	 8.4   	 21.0   	 36.0   	 -     	 -     	 -     	 -     	 -     
84	4	1	6	1	0.0	 9.1   	 9.1   	 25.0   	 39.0   	 -     	 -     	 -     	 -     	 -     
87	4	3	6	1	1.6	 8.4   	 10.0   	 21.0   	 35.0   	 -     	 -     	 -     	 -     	 -     
91	4	4	6	1	0.7	 9.1   	 9.1   	 20.0   	 32.0   	 -     	 -     	 -     	 -     	 -     
102	1	4	6	2	0.0	 8.3   	 8.3   	 44.0   	 62.0   	 -     	 -     	 -     	 -     	 -     
108	1	1	6	2	2.7	 11.0   	 13.7   	 23.0   	 33.0   	 -     	 -     	 -     	 -     	 -     
113	1	3	6	2	4.5	 16.0   	 20.5   	 24.0   	 35.0   	 -     	 -     	 -     	 -     	 -     
119	1	2	6	2	6.9	 14.0   	 20.9   	 48.0   	 70.0   	 -     	 -     	 -     	 -     	 -     
124	2	3	6	2	2.1	 13.0   	 15.1   	 28.0   	 36.0   	 -     	 -     	 -     	 -     	 -     
129	2	4	6	2	2.5	 5.7   	 8.2   	 50.0   	 69.0   	 -     	 -     	 -     	 -     	 -     
138	2	2	6	2	2.6	 14.0   	 16.6   	 24.0   	 34.0   	 -     	 -     	 -     	 -     	 -     
141	2	1	6	2	2.5	 9.8   	 12.3   	 24.0   	 35.0   	 -     	 -     	 -     	 -     	 -     
147	3	4	6	2	2.0	 5.4   	 7.4   	 27.0   	 39.0   	 -     	 -     	 -     	 -     	 -     
152	3	3	6	2	3.1	 11.0   	 14.1   	 25.0   	 34.0   	 -     	 -     	 -     	 -     	 -     
161	3	1	6	2	0.3	 11.0   	 11.0   	 26.0   	 38.0   	 -     	 -     	 -     	 -     	 -     
166	3	2	6	2	0.4	 10.0   	 10.0   	 20.0   	 34.0   	 -     	 -     	 -     	 -     	 -     
169	4	2	6	2	0.0	 9.4   	 9.4   	 20.0   	 29.0   	 -     	 -     	 -     	 -     	 -     
180	4	1	6	2	2.8	 9.4   	 12.2   	 28.0   	 39.0   	 -     	 -     	 -     	 -     	 -     
183	4	3	6	2	0.3	 11.0   	 11.0   	 21.0   	 29.0   	 -     	 -     	 -     	 -     	 -     
187	4	4	6	2	0.5	 8.5   	 8.5   	 20.0   	 29.0   	 -     	 -     	 -     	 -     	 -     
198	1	4	6	3	0.0	 4.3   	 4.3   	 69.0   	 100.0   	 -     	 -     	 -     	 -     	 -     
204	1	1	6	3	0.0	 8.3   	 8.3   	 24.0   	 33.0   	 -     	 -     	 -     	 -     	 -     
209	1	3	6	3	0.0	 9.8   	 9.8   	 25.0   	 30.0   	 -     	 -     	 -     	 -     	 -     
215	1	2	6	3	0.0	 9.0   	 9.0   	 36.0   	 48.0   	 -     	 -     	 -     	 -     	 -     
220	2	3	6	3	0.4	 6.9   	 6.9   	 27.0   	 36.0   	 -     	 -     	 -     	 -     	 -     
225	2	4	6	3	0.8	 4.8   	 4.8   	 33.0   	 48.0   	 -     	 -     	 -     	 -     	 -     
234	2	2	6	3	0.0	 10.0   	 10.0   	 25.0   	 31.0   	 -     	 -     	 -     	 -     	 -     
237	2	1	6	3	0.0	 6.6   	 6.6   	 30.0   	 41.0   	 -     	 -     	 -     	 -     	 -     
243	3	4	6	3	0.6	 5.8   	 5.8   	 26.0   	 36.0   	 -     	 -     	 -     	 -     	 -     
248	3	3	6	3	1.1	 7.9   	 7.9   	 24.0   	 30.0   	 -     	 -     	 -     	 -     	 -     
257	3	1	6	3	0.9	 8.8   	 8.8   	 23.0   	 36.0   	 -     	 -     	 -     	 -     	 -     
262	3	2	6	3	0.9	 7.5   	 7.5   	 20.0   	 28.0   	 -     	 -     	 -     	 -     	 -     
265	4	2	6	3	2.0	 6.1   	 8.1   	 18.0   	 27.0   	 -     	 -     	 -     	 -     	 -     
276	4	1	6	3	1.5	 6.6   	 8.1   	 26.0   	 36.0   	 -     	 -     	 -     	 -     	 -     
279	4	3	6	3	0.2	 8.4   	 8.4   	 22.0   	 33.0   	 -     	 -     	 -     	 -     	 -     
283	4	4	6	3	0.8	 7.4   	 7.4   	 21.0   	 30.0   	 -     	 -     	 -     	 -     	 -     
294	1	4	6	4	1.4	 8.6   	 8.6   	 43.0   	 65.0   	 -     	 -     	 -     	 -     	 -     
300	1	1	6	4	1.4	 9.7   	 9.7   	 15.0   	 23.0   	 -     	 -     	 -     	 -     	 -     
305	1	3	6	4	1.9	 11.0   	 12.9   	 15.0   	 23.0   	 -     	 -     	 -     	 -     	 -     
311	1	2	6	4	1.8	 12.0   	 13.8   	 16.0   	 25.0   	 -     	 -     	 -     	 -     	 -     
316	2	3	6	4	18.0	 13.0   	 31.0   	 22.0   	 30.0   	 -     	 -     	 -     	 -     	 -     
321	2	4	6	4	9.5	 13.0   	 22.5   	 19.0   	 30.0   	 -     	 -     	 -     	 -     	 -     
330	2	2	6	4	1.2	 12.0   	 12.0   	 15.0   	 20.0   	 -     	 -     	 -     	 -     	 -     
333	2	1	6	4	1.4	 7.1   	 7.1   	 18.0   	 26.0   	 -     	 -     	 -     	 -     	 -     
339	3	4	6	4	1.1	 10.0   	 10.0   	 15.0   	 21.0   	 -     	 -     	 -     	 -     	 -     
344	3	3	6	4	1.0	 12.0   	 12.0   	 17.0   	 24.0   	 -     	 -     	 -     	 -     	 -     
353	3	1	6	4	2.3	 8.3   	 10.6   	 20.0   	 25.0   	 -     	 -     	 -     	 -     	 -     
358	3	2	6	4	5.7	 11.0   	 16.7   	 13.0   	 20.0   	 -     	 -     	 -     	 -     	 -     
361	4	2	6	4	2.6	 9.8   	 12.4   	 15.0   	 19.0   	 -     	 -     	 -     	 -     	 -     
372	4	1	6	4	5.4	 13.0   	 18.4   	 17.0   	 26.0   	 -     	 -     	 -     	 -     	 -     
375	4	3	6	4	0.8	 12.0   	 12.0   	 17.0   	 25.0   	 -     	 -     	 -     	 -     	 -     
379	4	4	6	4	1.5	 14.0   	 15.5   	 16.0   	 22.0   	 -     	 -     	 -     	 -     	 -     
390	1	4	6	5	1.2	 7.7   	 7.7   	 41.0   	 55.0   	 -     	 -     	 -     	 -     	 -     
396	1	1	6	5	1.1	 6.9   	 6.9   	 17.0   	 22.0   	 -     	 -     	 -     	 -     	 -     
401	1	3	6	5	1.0	 9.0   	 9.0   	 20.0   	 27.0   	 -     	 -     	 -     	 -     	 -     
407	1	2	6	5	1.4	 6.8   	 6.8   	 33.0   	 45.0   	 -     	 -     	 -     	 -     	 -     
412	2	3	6	5	1.2	 12.0   	 12.0   	 21.0   	 28.0   	 -     	 -     	 -     	 -     	 -     
417	2	4	6	5	2.5	 13.0   	 15.5   	 18.0   	 25.0   	 -     	 -     	 -     	 -     	 -     
426	2	2	6	5	1.4	 11.0   	 11.0   	 16.0   	 22.0   	 -     	 -     	 -     	 -     	 -     
429	2	1	6	5	1.2	 8.4   	 8.4   	 13.0   	 17.0   	 -     	 -     	 -     	 -     	 -     
435	3	4	6	5	1.7	 11.0   	 12.7   	 18.0   	 24.0   	 -     	 -     	 -     	 -     	 -     
440	3	3	6	5	1.5	 11.0   	 12.5   	 18.0   	 24.0   	 -     	 -     	 -     	 -     	 -     
449	3	1	6	5	4.7	 11.0   	 15.7   	 15.0   	 20.0   	 -     	 -     	 -     	 -     	 -     
454	3	2	6	5	2.1	 9.8   	 11.9   	 15.0   	 20.0   	 -     	 -     	 -     	 -     	 -     
457	4	2	6	5	1.8	 10.0   	 11.8   	 15.0   	 20.0   	 -     	 -     	 -     	 -     	 -     
468	4	1	6	5	0.9	 12.0   	 12.0   	 19.0   	 26.0   	 -     	 -     	 -     	 -     	 -     
471	4	3	6	5	0.5	 12.0   	 12.0   	 17.0   	 22.0   	 -     	 -     	 -     	 -     	 -     
475	4	4	6	5	2.4	 14.0   	 16.4   	 14.0   	 18.0   	 -     	 -     	 -     	 -     	 -     
482	1	2	6	6	NA	2	NA	NA	NA	 -     	 -     	 -     	 -     	 -     
488	1	3	6	6	NA	3.1	NA	NA	NA	 -     	 -     	 -     	 -     	 -     
493	1	1	6	6	NA	2.5	NA	NA	NA	 -     	 -     	 -     	 -     	 -     
499	1	4	6	6	NA	3.3	NA	NA	NA	 -     	 -     	 -     	 -     	 -     
508	2	1	6	6	NA	3	NA	NA	NA	 -     	 -     	 -     	 -     	 -     
511	2	2	6	6	NA	3.4	NA	NA	NA	 -     	 -     	 -     	 -     	 -     
520	2	4	6	6	NA	3.2	NA	NA	NA	 -     	 -     	 -     	 -     	 -     
525	2	3	6	6	NA	2	NA	NA	NA	 -     	 -     	 -     	 -     	 -     
