"kas" "lan" "time" "mean" "sd" "lower" "upper"
"74" "P" "S1" "23.10.2015" 6.15 0.903696114115064 7.05369611411506 5.24630388588494
"75" "P" "S1" "15.11.2015" 5.625 0.531507290636733 6.15650729063673 5.09349270936327
"76" "P" "S1" "22.4.2016" 13.25 3.20156211871642 16.4515621187164 10.0484378812836
"77" "P" "S1" "12.9.2016" 12 1.15470053837925 13.1547005383793 10.8452994616207
"78" "P" "S1" "16.10.2017" 3.575 0.689806736219162 4.26480673621916 2.88519326378084
"79" "P" "S2" "29.9.2015" 7 0.496655480858378 7.49665548085838 6.50334451914162
"80" "P" "S2" "23.10.2015" 5.2 1.0295630140987 6.2295630140987 4.1704369859013
"81" "P" "S2" "15.11.2015" 4.075 0.43493294502333 4.50993294502333 3.64006705497667
"82" "P" "S2" "22.4.2016" 9.4 3.06920185064456 12.4692018506446 6.33079814935544
"83" "P" "S2" "12.9.2016" 11.725 1.53920975395385 13.2642097539538 10.1857902460462
"84" "P" "S2" "16.10.2017" 3.6 0.707106781186547 4.30710678118655 2.89289321881345
"85" "P" "S3" "29.9.2015" 7.375 0.830160627027485 8.20516062702749 6.54483937297251
"86" "P" "S3" "23.10.2015" 11.475 8.38942787083839 19.8644278708384 3.08557212916161
"87" "P" "S3" "15.11.2015" 4.35 1.02794292967395 5.37794292967395 3.32205707032605
"88" "P" "S3" "22.4.2016" 7.4 2.55734237050888 9.95734237050888 4.84265762949112
"89" "P" "S3" "12.9.2016" 12.25 0.957427107756338 13.2074271077563 11.2925728922437
"90" "P" "S3" "16.10.2017" 3.75 0.768114574786861 4.51811457478686 2.98188542521314
"91" "P" "S4" "29.9.2015" 6.75 0.544671154612273 7.29467115461227 6.20532884538773
"92" "P" "S4" "23.10.2015" 5.775 1.51959424408842 7.29459424408842 4.25540575591158
"93" "P" "S4" "15.11.2015" 4.75 0.6557438524302 5.4057438524302 4.0942561475698
"94" "P" "S4" "22.4.2016" 10.125 1.03077640640442 11.1557764064044 9.09422359359558
"95" "P" "S4" "12.9.2016" 13 0 13 13
"96" "P" "S4" "16.10.2017" 3.95 1.0847426730182 5.0347426730182 2.8652573269818
"97" "P" "Min" "29.9.2015" 12 1.82574185835055 13.8257418583506 10.1742581416494
"98" "P" "Min" "23.10.2015" 15 1.15470053837925 16.1547005383793 13.8452994616207
"99" "P" "Min" "15.11.2015" 9.45 2.10158670215308 11.5515867021531 7.34841329784692
"100" "P" "Min" "22.4.2016" 10.95 0.9 11.85 10.05
"101" "P" "Min" "12.9.2016" 10.25 1.50222057856583 11.7522205785658 8.74777942143417
"102" "P" "Min" "16.10.2017" 3.175 0.953502316025854 4.12850231602585 2.22149768397415
"103" "P" "C" "29.9.2015" 11.6 3.17909840468436 14.7790984046844 8.42090159531564
"104" "P" "C" "23.10.2015" 12.75 2.3629078131263 15.1129078131263 10.3870921868737
"105" "P" "C" "15.11.2015" 8.25 1.20692446601545 9.45692446601545 7.04307553398456
"106" "P" "C" "22.4.2016" 12 0.816496580927726 12.8164965809277 11.1835034190723
"107" "P" "C" "12.9.2016" 11 1.4142135623731 12.4142135623731 9.5857864376269
"108" "P" "C" "16.10.2017" 3.25 0.932737905308881 4.18273790530888 2.31726209469112
"109" "AK" "S1" "29.9.2015" 5.075 1.07819293264239 6.15319293264239 3.99680706735761
"110" "AK" "S1" "23.10.2015" 6.4 2.04450483002609 8.44450483002609 4.35549516997391
"111" "AK" "S1" "15.11.2015" 3.825 0.763216876123687 4.58821687612369 3.06178312387631
"112" "AK" "S1" "22.4.2016" 10.2 2.04450483002609 12.2445048300261 8.15549516997391
"113" "AK" "S1" "12.9.2016" 12.5 1.73205080756888 14.2320508075689 10.7679491924311
"114" "AK" "S1" "16.10.2017" 4.125 1.05948100502085 5.18448100502085 3.06551899497915
"115" "AK" "S2" "29.9.2015" 5.625 2.00229035523489 7.62729035523489 3.62270964476511
"116" "AK" "S2" "23.10.2015" 5.575 3.64451642882838 9.21951642882838 1.93048357117162
"117" "AK" "S2" "15.11.2015" 4.15 0.6557438524302 4.8057438524302 3.4942561475698
"118" "AK" "S2" "22.4.2016" 8.1 2.38187601132665 10.4818760113266 5.71812398867335
"119" "AK" "S2" "12.9.2016" 14.75 0.957427107756338 15.7074271077563 13.7925728922437
"120" "AK" "S2" "16.10.2017" 5.125 2.07424685126915 7.19924685126915 3.05075314873085
"121" "AK" "S3" "29.9.2015" 4.925 0.846069343099804 5.7710693430998 4.0789306569002
"122" "AK" "S3" "23.10.2015" 5.775 0.189296944860009 5.96429694486001 5.58570305513999
"123" "AK" "S3" "15.11.2015" 4 1.2 5.2 2.8
"124" "AK" "S3" "22.4.2016" 7.3 4.03732584763727 11.3373258476373 3.26267415236273
"125" "AK" "S3" "12.9.2016" 11.8 1.796292478041 13.596292478041 10.003707521959
"126" "AK" "S3" "16.10.2017" 3.85 0.55075705472861 4.40075705472861 3.29924294527139
"127" "AK" "S4" "29.9.2015" 5.775 1.39134227756269 7.16634227756269 4.38365772243731
"128" "AK" "S4" "23.10.2015" 6.925 2.86749019178793 9.79249019178793 4.05750980821207
"129" "AK" "S4" "15.11.2015" 4.325 0.736545993132812 5.06154599313281 3.58845400686719
"130" "AK" "S4" "22.4.2016" 7.775 4.62412153819512 12.3991215381951 3.15087846180488
"131" "AK" "S4" "12.9.2016" 12.25 1.25830573921179 13.5083057392118 10.9916942607882
"132" "AK" "S4" "16.10.2017" 3.9 1.29614813968157 5.19614813968157 2.60385186031843
"133" "AK" "Min" "29.9.2015" 8.475 2.03531324370476 10.5103132437048 6.43968675629524
"134" "AK" "Min" "23.10.2015" 7.85 3.6226141573915 11.4726141573915 4.2273858426085
"135" "AK" "Min" "15.11.2015" 6.6 2.51396101799531 9.11396101799531 4.08603898200469
"136" "AK" "Min" "22.4.2016" 12.475 3.34203032102742 15.8170303210274 9.13296967897258
"137" "AK" "Min" "12.9.2016" 13.025 5.39158294628458 18.4165829462846 7.63341705371542
"138" "AK" "Min" "16.10.2017" 3.65 0.754983443527075 4.40498344352708 2.89501655647293
"139" "AK" "C" "29.9.2015" 7.575 1.08435848930754 8.65935848930754 6.49064151069246
"140" "AK" "C" "23.10.2015" 6.975 1.65201896679992 8.62701896679992 5.32298103320008
"141" "AK" "C" "15.11.2015" 5.575 1.36717470232106 6.94217470232106 4.20782529767894
"142" "AK" "C" "22.4.2016" 11.4 2.52454616383487 13.9245461638349 8.87545383616514
"143" "AK" "C" "12.9.2016" 11.425 2.77893864631805 14.2039386463181 8.64606135368195
"144" "AK" "C" "16.10.2017" 3.75 0.842614977317636 4.59261497731764 2.90738502268236
